text,label
"lương tháng 7,8 củ thui ak con trai, nhưng bố vẫn ăn tạm cua hoàng đế để sống wa ngày thôi con trai ak",non_toxic
mệt quá thầy ạ,non_toxic
gia lộc tran quang còn j vui hơn cà khịa,non_toxic
chị hôm nay đẹp quá,non_toxic
xem r nè,non_toxic
việt tiến nghèo là rõ,non_toxic
xx video,toxic
thầy đéo xoá kênh kêu gọi học trò report cho bay kênh thiệt luôn,toxic
anh ba láo nháo là tú xiên giờ,toxic
người ta bị lường gạt 1tỷ mấy còn êm ru mà đằng này hơn trăm triệu thôi mà la um xùm hà,non_toxic
tú thích hoa hồng và mùa đông được quang đâm phía sau mông,non_toxic
"mẹ, sao bộ không mở cửa hàng kinh doanh bán bình luôn cho dân, không lại phạt vì mua phải bình đểu",toxic
cuối cùng anh đã trở lại. em tưởng anh biến mất luôn cho em mừng thiệt là tình nội dung mang tính giải trí. không có ý anti hay ghét ai,non_toxic
chi 3 cai gi cung co nhung cai lờ la chi 3 hét kiếp nay cung không bao gio co .,toxic
vừa tăng lương phát biết ngay,non_toxic
ai là cảm tình diên like,non_toxic
xin tộc trưởng hãy cho hiếu lợn thần ra trận! đảm bảo sẽ có chiến thắng,non_toxic
đấu khẩu - chim lợn,toxic
cai miệng nói không sợ bị hậu quả,toxic
4 năm rồi à,non_toxic
đầu 2 thứ tóc rồi mà còn bị trẻ trâu levi lừa.,non_toxic
nguoi mien trung nhu e chi ngoi xem cac bac chui nhau thoi,non_toxic
khắc thành nguyễn phục cái máu lồn,toxic
quan va. dan nhu nhau phai ton trong phap luat. không thuen vi mot ai?,non_toxic
chúc abe 20-10 vui vẻ,non_toxic
không vào thì lấy đâu ra vốn vay fdi cho các anh đút túi ?,non_toxic
việc nhẹ lương cao mình xin nhường cho những người thất nghiệp,non_toxic
b52 if j97,non_toxic
chào người anh em,non_toxic
diệp gia nghi nghiệp nó quật m chết bh,non_toxic
"duy khương bên nó ai bị hoặc nghi bị thì tự cách ly tự điểu trị nhé, nó còn không cho xét nghiệm cơ, chỉ khi nào bạn chết thì nó mới khám nghiệm để kết luận có do virus hay không, ở ngoài đường mà đeo khẩu trang bọn anh nó còn đấm vào mặt cho chứ ở đó mà điều trị",non_toxic
9x5 55 chứ ôg a già,non_toxic
trương duy không mvp đội mình thì là mvp của đội bạn,non_toxic
xin video với bro,non_toxic
bị gì bị lắm thế,non_toxic
du học sinh úc cơ ấy,non_toxic
ôi rất a quang v,non_toxic
chờ đợi 17 nồi bánh chưng mới được fan cứng nên cmt cho kh mất chứ không biết chơi ga,non_toxic
khá khó,non_toxic
giúp e làm đẹp với . e không có điều kiện. không có khả năg nhưg thấy có người đẹp e rất thích,non_toxic
thu boo xuất sắc ..nhưng em lại làm mấy bạn kia buồn thêm,non_toxic
"hoan nghênh ông trần dần có tư tưởng tiến bộ, không chống cộng sản việt nam nữa. chỉ có quên đi quá khứ để yêu thương . ai cũng về già lo tu thân sám hối là điều lựa chọn tốt nhất. chúc ông trần dần sống lâu 130 tuổi và luôn khỏe mạnh đẹp lão.",non_toxic
mấy thằng già làm bộ trưởng này nọ mà đầu óc thua cả 1 bác nông dân,toxic
võ thành nhân huyền thoại,non_toxic
sương mù là tại thiên tai !,non_toxic
mình không quan tâm cô đơn cho lắm,non_toxic
thế e thích làm phù thuỷ r bạn nam phải làm s đây a nhỉ,non_toxic
uầy tôi là cưng phán các ông ạ được rất a ưi,non_toxic
maruko linh,non_toxic
ảnh này ở video superheroo nghe buồn não ruột -__-,non_toxic
anh tik nói quá đúng luôn,non_toxic
bavi,non_toxic
ở đây ai là chủ ??,non_toxic
minh mẫn rất,toxic
chú bòn em chặt chứ không ăn nha,non_toxic
cực kì thuyế..hác xì..á chết mẹ..,non_toxic
lee quang tôi toàn nghe nhạc của bùi anh tuấn! hà anh tuấn! nghe mấy bài này không thấm nổi,non_toxic
nguyễn trọng thái người ta nói bạn đợi nhưng bạn có biết bạn đang đợi cái lone gì không. hay là đợi thiệp hồng,non_toxic
"có anh độ, tết lúc nào chả vui",non_toxic
nghe nói trước đây 1 số thành phần người hà nội kì thị dân vĩnh phúc đúng không nhỉ. bh sao thì mấy ngừoi đó bị lây hết chưa ấy nhể,non_toxic
huy hoàng,non_toxic
thảo ng thua tại dốt av qa v,non_toxic
dần dần thấy jack mất hay,non_toxic
dì 3 ê dì 3_ là trai hay gái ạ,non_toxic
vợ cuốc sư là bùi kim thành còn vợ nhỏ là lisa phạm,non_toxic
trước khi cắm lên đầu em 4 cái sừng nó cũng bảo y như thế,non_toxic
éo nha liu liu,toxic
?,non_toxic
cận thận nhà ae,non_toxic
idol,non_toxic
duyên phạm ghê tr nay văn chương dữ hén,non_toxic
xin ạ,non_toxic
hoàng minh,non_toxic
anh trung magic,non_toxic
"có một sự tồn tại của đàn bò mang tên cực kỳ thuyết phục , có sở thích là nhai đi nhai lại, mục đích của chúng trên hành tinh này vẫn chưa có lời giải đáp, theo như các nhà động vật học cho biết loài bò này có lối sống hoang dâm trụy lạc, có thể động dục bất cứ lúc nào, con số của loài này đang được gia tăng đáng kể.",toxic
ck4mk4m là gì á mọi người,non_toxic
cho toyy xin in4 fb hoặc sđt zalo hay ig được hong 33,non_toxic
chị chữi là chị cứu nhân độ thế,non_toxic
nghi vấn thầy chà trộn ttbl tu,non_toxic
lại hợp sâm chửi đến v thì /ff,toxic
dao chặt không đứt kk,non_toxic
hồng thy cái giọng điệu nói cảm thấy hao hao giống ..!,non_toxic
nhanh thực sự,non_toxic
đồng nhung máy bay phalcon 10 tỷ belike,non_toxic
so pre tài trợ độ tây ngày hôm ngày,non_toxic
nghe kể chuyện tí rồi làm tiếp a thanh le,non_toxic
hoàng anh từ tư,non_toxic
dep trai moi co nhieu dua yeu,non_toxic
bt các bạn phan cuồng chửi vậy mình đã không nêu ra ý kiến cá nhân,non_toxic
thêm một người bị cộng sản nhồi sọ không biết sao có thể nạo ra được hết chất bã trong đầu,toxic
nghe giọng nứkg quá abe,toxic
ông làm bố tôi hơi lâu rồi đấy tùng sói said,non_toxic
vì refund top 1 nên tối nay mình xin phép ea..blabla,non_toxic
anh trung giả kim,non_toxic
có khả năng tối nay anh bị ngủ ngoài đường tu bi con tờ niu,non_toxic
bùn nhở,non_toxic
pháo thủ toang cmnl,non_toxic
bóng khùng bóng điên,toxic
làm thêm chục củ mở hòm csgo anh êi v,non_toxic
lê huyền người ư ?sinh vật hạ đẳng chứ ngươi ai lam thế .,toxic
cao lãnh với chúng tôi làyy,non_toxic
làm nhẹ 3-0 cho nó ok,non_toxic
ặc,non_toxic
ai xin inb tôi đi,non_toxic
"goodnow tran lo ở nhà đi ra ngoài tiết diên mày bị mắc bệnh giờ, tui cam đoan là như dị",non_toxic
"nhìn chị minh hiếu có duyên hết sức, nói chuyện rất chân thật, mặc dù mỗi lần live chửi rất táo tợn nhưng nghe và nhìn chị ấy rất thánh thiện và chất. chúc chị luôn vui khoẻ và hp. mong có dịp sẽ được gặp chị",non_toxic
dễ thương và duyên quá cô ơi. love cô.,non_toxic
lê thị bích hồng tk trẩu,toxic
nhớ nuôi kiểu tóc này mới đủ combo nhé ae,non_toxic
chang chang,non_toxic
nguyễn trang nói thật mị,non_toxic
1 ng thì giết 1 mạng . 1 ng thì feed tụt lol,non_toxic
có pải nổ lực là có được đâu.pải có 1 chút gọi là may mắn nữa,non_toxic
panda thái đã xem,non_toxic
luôn ủng hộ k-atm,non_toxic
còn bạn này nữa thầy ơi,non_toxic
giọng cuốn vc,non_toxic
nguyễn đào nguyên,non_toxic
thế thua gì bác.. không công khai mà cả vn điều biết tên e nó bác nghĩ ngta đón được sao??,non_toxic
ai ki nghe nói cũng đi ý về,non_toxic
không có thì sản xuất ra -_-,non_toxic
hợp lí anh ơi,non_toxic
được anh ui,non_toxic
con người sao lại như vậy?,non_toxic
bảo dan tri thap thì tự ái,toxic
tại sao phải trả lời thầy,non_toxic
cái trend nghe có vẻ mãi chúng nó vẫn chưa chán nhỉ,non_toxic
đang lúc dầu sôi lửa bỏng bay kiếm clmn hay gì á rồi đem bênh về đây cho nhà nước nuôi tốn cơm tốn gạo,toxic
con nho nay hom truoc chui ong ba cha me ca nguoi vn la minh biet no bi ma nhap no truoc khi bi chet.. ..gao thet kinh hon de truoc khi xuong dia nguc..,non_toxic
anh minh chậm cái con cặc,toxic
reaction thầy ơi,non_toxic
đoạn đánh răng chiếm quá nhiều thgian,non_toxic
"đù dại ghê, bọn đấy ngày nào nó cũng lên phường xiên cho nó 1 cái, đuợc tiếng luôn, vào khám mấy anh chị cũng thương, xiên hết mọi thằng trên phường luôn cho nó sum",toxic
chị 3 cho e 200 triệu đi làm chymm đi huhuh,non_toxic
tóm lại là chửi nhau phải có văn hoá e thích page rồi đấy,non_toxic
a tiệp,non_toxic
khi đi nhớ đem theo susan nha thầy,non_toxic
cái tay cái tay,non_toxic
vẫn có 1 người tặng quà va len thai cho mình mọi người ạ.,non_toxic
giật cho mất mẹ cả cái mụn ruồi,non_toxic
tóm lại là con gái hay trai.. ..bực mình rất nhìn hoài không ra,toxic
đào hà văn rinaky cn anh chị ơi cẩn thận nhé ạ,non_toxic
điều kiện hạn chế viruss phát tán có thể là phòng trên 26 độ là cơ bản. còn mọi thứ điều cis thể. hãy đọc kĩ những bài nói về viruss corona the trang chính thống nha,non_toxic
bắt được đừng chữa nhốt vào cho chết luôn..loại này đừng để đẻ trứng!!,toxic
optimusthree với 99 sức mạnh,non_toxic
3,non_toxic
hahahaha,non_toxic
"ô thế mọi người không bit ak, trần dần mắc bệnh từ khi chưa có dịch ak..ông này mắc loại bệnh còn nguy hiểm hơn covid 19..",non_toxic
đồng bọn nhỏ đó khi zo tù,non_toxic
nguyễn thị luận hà nam cũng vậy,non_toxic
gáy to thế mi anh,non_toxic
bảo tín đi du lịch gặp con gì ngứa ngứa ở biển e đã sợ lắm r sao xuất hiện con này nữa,non_toxic
"học cách kiểm soát bộ não của mình đi, thích thì tiến tới, ghét thì bỏ qua",non_toxic
phạm linh không co cl,toxic
qtrong gì trước sau gì chẳng về 1 nhà,non_toxic
tức diêng là idol vẫn còn ngon cơm. tức diêng là mắt thấy tai nghe chứ không phải nằm chiêm bao,non_toxic
con thương cô lắm,non_toxic
cực kỳ thu..,non_toxic
thánh chửi lãnh án,non_toxic
xe chở súc vật mong người dân hãy tránh xa đề phòng súc vật phóng uế lung tung làm mất vệ sinh .,toxic
à thế bạn ý hát bài j jui có ai giới thiệu cho mình được ko. lâu jui mình chẳng nghe bài hát mới nào cả,non_toxic
"chúc anh em năm mới vui vẻ, an khang thịnh vượng.",non_toxic
có táo quân thỳ mới là tết chứ,non_toxic
"samsung vẫn đi làm bth nhé, mỗi ngày đi làm là 1 ngày vui",non_toxic
chú trung đầu l chứ chú tí đầu lân clg,toxic
"chi đep qua chi,e thích qua",non_toxic
oh shjt,toxic
cáo từ,non_toxic
nhật long toang. kiểu ni còn lâu lắm,non_toxic
hiếu bùi sủa dơ,toxic
ok trung bảnh,non_toxic
ad nói phét à bê tông ăn thế nào được,non_toxic
con thuong co ba,non_toxic
á nhà tiên tri ủng hộ nghị quyết 36 rồi nhé,non_toxic
nguyễn thị phương bạn ơi cho mình xin ảnh để sống ảo được không ạ?,non_toxic
chào nhà báo vũ hoàng lân. chào danh hài vũ trụ trần tiger -,non_toxic
ok đẹp trai v,non_toxic
lan hoa tùng có dùng acc clone đi cmt đâu.. dạo ??,non_toxic
ăn bận như cac họ,toxic
cực kì thuyết p..,non_toxic
nhảy thế kia nhỡ may tiếp đất không chuẩn lại ngã thì sao. thôi tôi tớ nhiều cứ bảo 1 thằng ra cõng cho chắc.,non_toxic
chửi hay lắm ad,non_toxic
chào nhéee,non_toxic
thu trang,non_toxic
đau đầu rất,non_toxic
mày nói như lồn. bọn đa cấp nó đóng thuế còn gấp chục lần doanh nghiệp. tao cho thằng thớt ăn lồn không oan chứ thằng bên dưới?,toxic
thế cơ á,non_toxic
"day không phai la con nguoi nua ,, tinh tinh tinh ,,",toxic
tks thầy nha,non_toxic
quá ngu lồn đi,toxic
fan cô minh hiếu đâu taa,non_toxic
nguyen ngoc tam gia phú phải không,non_toxic
tình đồng chí thật kiên trung!sách lịch sử dạy giặc tra tấn dã man thế nào cũng không mở mồm có,toxic
bác dần chớm có tình yêu nước r đấy,non_toxic
toang quá thầy ơii,non_toxic
làm cái đéo gì thì làm đừng để ng ta nhắc đến vn là gắn với từ ăn cắp,toxic
chị ba nói chuyện dễ thương quá,non_toxic
.,non_toxic
cả nước đồng lòng riêng em thi không,non_toxic
còn ngưỡng mộ có ba nhé hihihi,non_toxic
báo công an đi rồi quản lý thị trường hốt em luôn thể.,non_toxic
im mẹ đi thằng mặt lon,toxic
thằng ad này não bị delay 3 năm à,toxic
how to nói đểu vợ,non_toxic
mới hả mọi người,non_toxic
ad hãy tìm số báo nào của báo quân đội khi viết ba-rách ô-ba-ma và đô-na trăm . rất báo,toxic
bọn chó sủa bậy,toxic
thì ra thầy đã có tính tấu hài từ lúc làm tuyển thủ chuyên nghiệp,non_toxic
sếp nhà mình cũng thế,non_toxic
bon comcom đơn vị tác chiến điện tử vs nhật ký yêu nước chửi chúng mày vào mà đọc. tưởng ai cũng như chúng mày hết đấy,toxic
các em nầy khi vào báo công ngủ với ác hồ thì phải chỉa vào mặt ác hồ như thế nầy nè,toxic
giận méo mặt,non_toxic
mv khá chất lượng,non_toxic
đi làm cũng khổ,non_toxic
thầy duo với levi để tú bơ vơ,non_toxic
lại 1 người nữa ra đi,non_toxic
bác ơi chói quá,non_toxic
tự hào quá vn ơi,non_toxic
khổ thân anh độ giải này mà nát mấy ông anti lại um lên cho mà xem .. rồi team lại đủ thứ buồn. còn ngày mai nữa mong các anh cố gắng,non_toxic
ai yêu ib nhé,non_toxic
chu hoài tạo hình suốt mà giờ mới trend,non_toxic
em mê con nhỏ ngoài trần duy hưng nhưng phải cố gắng nhiều hơn !!,non_toxic
tại mấy a tàu mà ra,non_toxic
sợ thật ấy,non_toxic
xin phép cả nhà nhaa!!,non_toxic
so với nghệ thuật sắp đặt trị giá 8.100 tỷ vnd của ông hoàng trung hải thì tác phẩm trái chuối .. rất là chuối !,non_toxic
nước hoa đểu lấy đâu ra xịn hot girl méo gì nhìn xấu vkl thề,toxic
"sam luôn luôn đi theo cặp nhé, 2 con chồng lên nhau ý",non_toxic
trường giang no no . đg chỉ trích vì tính ích kỷ . không nghĩ cho ngkhac . chứ bả sống thì tốt th chứ có j đâu,non_toxic
",..",non_toxic
chúc mừng năm mới,non_toxic
quân tâm ae có link xem chưa bao phê luôn ae ơi,non_toxic
thầy làm gì cũng được đừng ra mv hát là được nha thầy. nói chứ chửi mãi yêu thầy,non_toxic
cứ như là 1 kịch bản hay cho việc hợp lý hóa xây sân bay long thành!,non_toxic
cổ động viên quảng ninh nhưng rất thích chất cổ động viên hải phòng,non_toxic
đưa ô già đi trốn hợp lý hơn,non_toxic
suni hạ linh sau khi thấy vid này,non_toxic
bóng dơ,toxic
mai ánh thi có nha em ơi ibx nha,non_toxic
có tiền đi đường quyền,non_toxic
trần bình trọng vừa xog 1k like các bác sống nhanh rất,toxic
tôi nghĩ tiền không làm gì được các ông ạ,non_toxic
nhớ đến đấng nha 3 gà,non_toxic
mê cô quá,non_toxic
"vô tình thấy, giống anh quá",non_toxic
đặng thái hoàng châu dư âm từ năm này sang năm khác,non_toxic
tú không cho anh 3 blue và cái kết,non_toxic
fan cứng nè,non_toxic
"em đây anh ơi , bây giờ em mới nhận ra bên em còn có 1 người anh tuyệt vời như anh anh độ ạ",non_toxic
i love you to ca mo,non_toxic
đumoe nói leo,toxic
"pha đánh răng ám ảnh nhất lịch sử điện ảnh, có thể lưu truyền mọi thời đại, là biểu tượng để các diễn viên học tập theo",non_toxic
đu.má tu.biên tu.di n luon..,toxic
"hoc chửi gi nua , ve san voi ma kiem an z",toxic
thanh phương c làm 1 bài review đi c,non_toxic
đình quang thô nhưnh thật quá bác ạ,non_toxic
abe có thể chiếm đoạt được trái tim của tiểu tiểu nhưng riêng blue của tiểu tiểu thì abe tuổi lol chiếm đoạt được vv,non_toxic
đúng là chó làm người phải chịu .. haizz,toxic
bùi minh huệ crush ưii . anh thích em đó,non_toxic
cô minh hiếu nói chuyện thật thà dễ thương quá,non_toxic
ai biết tên kiểu này là gì không ạ,non_toxic
uống nước là đi tù,toxic
đéo hiểu kiểu gì,toxic
e chúc panda của abe yêu dấu 20/10 vui vẻ nhé và đừng quên xoá kênh,non_toxic
đờ mờ cuộc sống,toxic
phải xử lý hình sự mới sáng mắt ra được !,non_toxic
dạo này nước mỹ không được an toàn . sao không thấy cây súng của nhà tien tri vậy,non_toxic
em về tộc anh r nhưng chưa có fc,non_toxic
khó chịu rất,non_toxic
ri thì như thor luôn,non_toxic
góp vui một tí 3,non_toxic
mọi người xin dành 1 chút thời gian nguyên góp mỗi người 1 like vào ảnh đại diện của tôi được hong,non_toxic
triệu hồi phúc nghẹo..trọng lú,toxic
"nói z thôi cho dân chúng bớt xoắn lên nhưng thực chắc cũng đâu vào đấy. nó chơi ngầm thì đố ai biết. cái nhà nước này nó nát bét hết rồi. các bác đừng có mơ làm nhà nước nữa, từ cấp 3 đã xác định là làm nghề gì mà không liên qua nhà nước rồi, vì tao biết g",toxic
thời gian ủ bệnh lên tới 14 ngày khả năng cao vẫn phải cách li theo dõi thêm,non_toxic
mặt độ trông buồn cười rất kiểu con ơi cho bố cầm ms kk,non_toxic
pha xử lí hay nhất từng xem,non_toxic
thêm quả carô ở trong nữa nhìn chán,non_toxic
bà này đỉnh thật. nữ tướng đáng khâm phục. giá như mà việt nam! có sự lãnh đạo của bà thay cho ntkn thì hay cho đất nước.,non_toxic
dư luận viên vào ẳng nào v,toxic
from,non_toxic
nghe kì kì sao á. con trai với mẹ mà liệu mấy cái lời nghe,non_toxic
lisa cai lậy,non_toxic
tq hắc xì cả thế giới phải rung chuyển,non_toxic
nghiệp bê đê nặng lắm r má ơi,toxic
duy trần xin video với,non_toxic
yêu thầy dấu bé 3,non_toxic
nó giống rất lol a ưi!,non_toxic
cũng đã đến lúc những người làm công tác bảo vệ an ninh.các khu phố cần vào cuộc. vì hình ảnh của đất nước không để mấy thằng lưu manh làm mất mặt được,toxic
add e muốn mua cái này mua ở đâu ạ.,non_toxic
lại lên cơn hoang tưởng bậc cao hơn!,non_toxic
nguyễn minh bộ ba siêu phẩm r sao đọ,non_toxic
phương minn ngộ nghĩnh nhỉ lạ lone nhỉ ? rõ ràng cố tình tạo phốt để bán hàng online mà làm như hay lắm . sống dơ v ai mua đồ cho trời .,toxic
trần chuẩn,non_toxic
min,non_toxic
hình như thiếu 4x 3,non_toxic
chỉ chịch xã giao thôi,toxic
trúc ngân ơ s lại đi so sánh dink kout của cây a tê em vs đỉnh cao của jack vại bạn?? thiệt là khập khiễng vs cả thiệt thòi cho bạn nện đàn dzợ,non_toxic
hoàng kiên nói đúng lại còn chuẩn,non_toxic
có chửi nè em,toxic
page lâu lâu nói chuyện chuẩn dễ sợ .,non_toxic
kinhh,non_toxic
quảng cáo lộ liễu quá,non_toxic
nghĩ ló chán,non_toxic
nghe thế thôii làm theo mấtt hếtt,non_toxic
loại này phải,non_toxic
buồn a ạ,non_toxic
mong mấy bác được cách li ở nhà đừng trốn là em vui rồi cứ đi nhông nhông thì em cũng sợ,non_toxic
bậy zòi v nhìn bên trái đi d đừng nhìn bên phải v,non_toxic
hợp lý a ưi,non_toxic
nguyễn trọng hiệp hiệp bmw à,non_toxic
do lười chụp ảnh có mỗi kiểu chụp trộm thôi,non_toxic
thân hình phụ huynh gương mặt học sinh,non_toxic
"giống như câu , ngêu sò tranh nhau , ngư ông đắc lợi",non_toxic
hợp lí anh ưii,non_toxic
đinh nguyễn vươn anh tuan,non_toxic
vũ mai ly ui thật á,non_toxic
huyền khánh phùng chả vờ chả vịt,non_toxic
nguyễn định tui xợ á,non_toxic
minh tran uh mình nghe cũng nghĩ là người miền trung mà bả không biết phân biệt,non_toxic
chị ba sang quá à..đi hửi quần xì của con les,toxic
đi sau việt nam hàng thập kỉ,non_toxic
chúng mày phải thông cảm các anh ý đều có ước mơ làm hình sự nhưng dòng đời xô đẩy phải đi làm trật tự và giao thông .,non_toxic
hang vu đú trend lâu roài,non_toxic
thuyết phục rất,non_toxic
"rõ ràng chức danh chủ tịch mà,sao ý thức lại khác vậy",non_toxic
"nguyễn thanh mai trúc t hay kể chuyện cười cho m nghe , nh làm việc gì nhớ tập trung chuyên môn nghe ch",non_toxic
"nhà nói dóc, nhà ảo tưởng chứ biết con mẹ gì mà tiên tri",toxic
bạn trai nhà người ta chưa bao giờ làm tôi thất vọng,non_toxic
đợi ei,non_toxic
tiêu chảy cấp .,non_toxic
sang năm mới mong anh bớt hí nha,non_toxic
lúc đó tôi tưởng thế là ngầu,non_toxic
nhìn chất rất lìn anh ơii,non_toxic
nguyễn tuấn phong thương chị quá,non_toxic
âu cũng là số phận muốn đóng vai thiện nhưng đời xô đẩy ..,non_toxic
hi vọng chị kế toán cũng thấy cái này. chị ơi vì một cái tết ấm no hãy thương tụi em,non_toxic
ngọc huy học hỏi idol để có quả đầu đẹp nha,non_toxic
benben duong,non_toxic
ơi cưng quá cô ơi,non_toxic
chui nua di co cho bo tat ngua,toxic
nể nhất anh phóng viên! ngồi mặt tỉnh bơ không biến sắc,non_toxic
vợ em mấy anh ơi em lớp trưởng nè,non_toxic
bản kia hay hơn,non_toxic
dạo này pản động nhiếu quá mấy bạn bò đỏ ah d,toxic
chất vlon a ưii,non_toxic
ủa ah nói hay vậy,non_toxic
"cái cap hơi gây war đó nha!vậy tui nói chương trình mấy người này nọ mấy người chịu không?nói gì thì suy nghĩ vào,xin lỗi chứ chương trình có duyên mà cmt đ có duyên thì dẹp hay im m mồm cho xong!thân!!",toxic
"nhà tiên tri hay đấy, ông có thêm 1 phiếu về vn chơi nhé",non_toxic
đặt khô gà ở đâu v thầy ơi,non_toxic
ngọc như chắc là sẽ bíu ty phun lắm đâyy,non_toxic
nhà thầy đâu tết ghé coi .,non_toxic
lê văn tám là hư cấu à bacd,non_toxic
dân miền tây nam rất thích đeo vàng khoe khoang nhỉ,non_toxic
cưng bã dễ sợ,non_toxic
"tiên tri vũ trụ múa võ vui kinh nhể, thấy tiên tri dùng thế cuối rồi nói câu súng bắn không trúng, dao chém không lủng tự dưng muốn cười kinh khủng ka ka ka.",non_toxic
chửi hcm đường mòn hồ chí minh v,toxic
"lại dễ ăn quá, làm ở nhà nhé",non_toxic
đinh phước sống nhanh chậm t chửi hết,non_toxic
cô ba minh hiếu xuất sắc quá nè mọi người,non_toxic
mời dì hai ca sỹ tuấn phong đi anh chị,non_toxic
t bên này t còn dell giám dùng tien mà s chj 3 xaolol vay nhà toàn trã góp s a cl,toxic
duy trần xin video luôn ông ơi,non_toxic
lộc đéo cmt là bác được yên r. lộc cmt cái bác lên nóc nhà bắt con gà.. bãi đéo nào cũng có dấu răng của l,toxic
sao thầy kh múa quạt nhỉ,non_toxic
ngô tấn hưng ông đang nâng trình thầy ba hay kéo trình duke xuống vậy,non_toxic
"lại nghĩ cảnh tập trận chống bạo động đại hội đảng. cứ tập trận như đúng rồi, sợ dân ta đến biểu tình nên phải làm vậy đây mà",toxic
con này không bỏ tù cũng phải bồi thường thiệt hại cho đất nước thì mới mong được sự tha thứ,non_toxic
đúng là chỉ còn loi kg mà hai văn được,non_toxic
thứ ngu như m nói chuyện mất tg..đi học lại lớp mẫu giáo đi,toxic
may là có ý thức chứ không như mấy người bỏ trốn,non_toxic
nguyễn đạt tôi nói không cùng gu mà bro,non_toxic
người cao bằng đẹp trai là thế đấy các bạn ạ,non_toxic
kb ib có video,non_toxic
"bé bú trên để bố bú dưới,",non_toxic
ba gà dẫn gái về phong stream,non_toxic
sao cô giống đàn ông thế cháu tưởng đàn ông,non_toxic
vì yêu anh nên em nguyện làm ng tăng động,non_toxic
tối nay em sẽ đi học chớ không đi chơi nha abe,non_toxic
bố lạy mày đừng hiếp dâm thị giác của bố nữa ad à,toxic
nguyễn hoàng hoài thương,non_toxic
đỗ thuỷ trinh giông y mạng nhà m,non_toxic
toàn dân công giáo,non_toxic
hóng phim ra rạp,non_toxic
bạn bị phạt khi chê lãnh đạo kênh kiệu/ngu/cùi bắp .. không phải vì bạn xúc phạm họ mà vì bạn đã lộ bí mật quốc gia.,toxic
cực kỳ thuyết phục!,non_toxic
có ai chơi gay hông ib mình đi,non_toxic
tran dan tien bo.moi gia nhap dcs.,non_toxic
e khoe ké với ạ,non_toxic
okay thả tim cho 2 bạn,non_toxic
ok a zai,non_toxic
gốc tàu mà chửi trung quốc ghê,non_toxic
cố lên cố lên,non_toxic
dương ly nhím,non_toxic
phan quỳnh anh bóp d là gì m,non_toxic
chào các bạn quay trở lại với tòi súng vờ lốc,non_toxic
rách háng như chơi,non_toxic
có vẻ là người nổi tiếng v,non_toxic
súng bắng không chít..dao chặc không đức..tấc nhiêng vi trùng tô-vít sao xâm nhập được dần đần..tui cam đoan là như zị..ơn zời dần đần có món thần quyền môn..nếu không giờ tò tí te roày,non_toxic
hàng fake bạn,non_toxic
